UNITID,OPEID,opeid6,INSTNM,CITY,STABBR,INSTURL,NPCURL,HCM2,PREDDEG,CONTROL,LOCALE,HBCU,PBI,ANNHI,TRIBAL,AANAPII,HSI,NANTI,MENONLY,WOMENONLY,RELAFFIL,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,SATVRMID,SATMTMID,SATWRMID,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTWR25,ACTWR75,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,SAT_AVG_ALL,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,CURROPER,NPT4_PUB-AVERAGE-ANNUAL-COST,NPT4_PRIV,NPT41_PUB,NPT42_PUB,NPT43_PUB,NPT44_PUB,NPT45_PUB,NPT41_PRIV,NPT42_PRIV,NPT43_PRIV,NPT44_PRIV,NPT45_PRIV,PCTPELL,RET_FT4,RET_FTL4,RET_PT4,RET_PTL4,PCTFLOAN,UG25abv,GRAD_DEBT_MDN_SUPP,GRAD_DEBT_MDN10YR_SUPP,RPY_3YR_RT_SUPP,C150_4_POOLED_SUPP-REPORTED-GRAD-RATE,C200_L4_POOLED_SUPP,med_earnings_10yrs,gt_25k_p6,high_earning,prgm_prct_stem,ind_z_pre,ind_z_post,ind_z_shift
201964,303000,3030,Ohio Christian University,Circleville,OH,www.ohiochristian.edu,ohiochristian.studentaidcalculator.com/survey.aspx,0,3,PrivateNonProfit,32,0,0,0,0,0,0,0,0,0,79,400,490,360,490,380,470,445,425,425,17,23,16,22,16,22,NULL,NULL,20,19,19,NULL,939,939,0.0051,0,0,0,0,0,0,0,0.0202,0,0,0,0,0,0,0.0606,0,0,0,0,0,0.0025,0,0.3232,0,0,0.0732,0.0152,0,0,0,0,0,0,0,0.101,0.399,0,0,3155,0.5842,0.3078,0.0228,0.0067,0.0041,0,0.0219,0.0041,0.0485,0.4526,1,NULL,27215,NULL,NULL,NULL,NULL,NULL,28680,24637,24788,25789,25538,0.5686,0.6414,NA,0,NA,0.7138,0.6811,27000,299.75535,0.6,0.347834783,NULL,32800,0.478571415,0,0.101,-0.006654875190802525,0.006654875190803172,0.013309750381605697
202046,398200,3982,Cleveland Institute of Art,Cleveland,OH,www.cia.edu,www.cia.edu/admissions/tuition-fees/net-price-calculator,0,3,PrivateNonProfit,11,0,0,0,0,0,0,0,0,0,NULL,470,620,450,610,450,590,545,530,520,19,26,17,25,17,25,NULL,NULL,23,21,21,NULL,1060,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9159,0.0841,0,0,0,556,0.759,0.1025,0.045,0.0306,0.0018,0,0.018,0.0432,0,0.009,1,NULL,28458,NULL,NULL,NULL,NULL,NULL,25331,28423,27491,33278,28650,0.4424,0.7826,NA,NA,NA,0.7824,0.0757,28000,310.8574,0.892193309,0.601085393,NULL,32700,0.503184736,0,0.0841,-0.0538631874932303,0.053863187493231005,0.1077263749864613
202073,303100,3031,Cleveland Institute of Music,Cleveland,OH,www.cim.edu,www.cim.edu/conservatory/finaid/npcalc.htm,0,3,PrivateNonProfit,11,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,237,0.1857,0.0127,0.0169,0.0338,0.0042,0,0,0.1857,0.5612,0.0042,1,NULL,34410,NULL,NULL,NULL,NULL,NULL,31674,30061,33010,32651,38518,0.1514,0.85,NA,NA,NA,0.51,0.0169,27000,299.75535,0.924242424,0.705856303,NULL,31100,0.472222209,0,0,0.04174063360596228,-0.04174063360596205,-0.08348126721192434
202170,303900,3039,Columbus College of Art and Design,Columbus,OH,WWW.CCAD.EDU,npc.collegeboard.org/student/app/ccad,0,3,PrivateNonProfit,11,0,0,0,0,0,0,0,0,0,NULL,470,610,450,570,460,580,540,510,520,19,25,19,26,17,24,6,8,22,23,21,7,1035,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1277,0.686,0.0854,0.0532,0.0305,0.0039,0,0.0399,0.0666,0.0345,0.0392,1,NULL,22233,NULL,NULL,NULL,NULL,NULL,25106,12737,18375,25234,23270,0.3727,0.7938,NA,NA,NA,0.7123,0.1157,27000,299.75535,0.739457831,0.569785022,NULL,32800,0.46875,0,0,0.05621900158238225,-0.05621900158238227,-0.11243800316476452
202480,312700,3127,University of Dayton,Dayton,OH,www.udayton.edu,npc.collegeboard.org/student/app/udayton,0,3,PrivateNonProfit,12,0,0,0,0,0,0,0,0,0,30,490,600,530,630,500,590,545,580,545,24,29,24,29,23,28,NULL,NULL,27,27,26,NULL,1181,1181,0,0,0,0.0012,0.0795,0,0.0074,0,0.0999,0.1449,0.0506,0.0086,0.0031,0,0.0179,0.0154,0,0.0555,0.0037,0,0.0142,0.0191,0.0129,0,0.0092,0,0.0617,0.0154,0,0.0413,0,0,0,0,0.0314,0.0635,0.2361,0.0074,0,7812,0.8178,0.0288,0.0287,0.0125,0.001,0.0003,0.0105,0.0893,0.011,0.0475,1,NULL,30720,NULL,NULL,NULL,NULL,NULL,21408,23161,27929,30226,32771,0.1188,0.8858,NA,1,NA,0.6791,0.0322,26863,298.2343692,0.96592458,0.773754299,NULL,52300,0.792906165,1,0.3348,-0.010889791271279719,0.011265301315117054,0.022155092586396773
202523,304200,3042,Denison University,Granville,OH,www.denison.edu,npc.collegeboard.org/student/app/denison,0,3,PrivateNonProfit,23,0,0,0,0,0,0,0,0,0,NULL,590,660,600,670,NULL,NULL,625,635,NULL,27,31,NULL,NULL,NULL,NULL,NULL,NULL,29,NULL,NULL,NULL,1285,1285,0,0.0313,0,0.0202,0.0882,0,0.0092,0,0.0533,0,0,0.0515,0,0,0.0735,0.0018,0,0.125,0.0129,0,0,0,0.0349,0,0.0386,0,0.0938,0,0,0.2463,0,0,0,0,0.0772,0,0,0.0423,0,2255,0.6851,0.0652,0.09,0.0337,0.0004,0.0004,0.0368,0.0683,0.02,0.0009,1,NULL,23507,NULL,NULL,NULL,NULL,NULL,9498,11792,17077,23330,32468,0.1813,0.8935,NA,NA,NA,0.5224,0.0088,25000,277.55125,0.948598131,0.834185492,NULL,48600,0.637393773,1,0.1857,-0.1713594682490353,0.17135946824903583,0.34271893649807117
202806,304600,3046,Franklin University,Columbus,OH,www.franklin.edu,www.franklin.edu/lp/npcalc/index.html,0,3,PrivateNonProfit,11,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,0,0,0,0,0.0202,0,0.0651,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045,0,0,0,0,0,0.0337,0.0322,0,0.006,0,0,0,0,0.0067,0.0921,0.7395,0,0,5129,0.6637,0.2248,0.0277,0.0166,0.0016,0.0008,0.0265,0.0097,0.0287,0.653,1,NULL,21775,NULL,NULL,NULL,NULL,NULL,22125,NULL,NULL,17580,NULL,0.4732,0.4737,NA,0.1429,NA,0.698,0.8017,25000,277.55125,0.673942701,0.131062759,NULL,48300,0.744626403,1,0.1572,0.3305545811112586,-0.33055458111125924,-0.6611091622225178
203368,305000,3050,John Carroll University,University Heights,OH,sites.jcu.edu/,jcu.studentaidcalculator.com/welcome.aspx,0,3,PrivateNonProfit,21,0,0,0,0,0,0,0,0,0,30,490,590,500,600,480,600,540,550,540,22,27,21,27,21,26,NULL,NULL,25,24,24,NULL,1112,1112,0,0.0096,0,0.0064,0.0995,0,0.0257,0,0.0658,0.0032,0,0.0128,0,0,0.0465,0.0048,0,0.0931,0.0048,0,0,0.0353,0.0241,0,0.0482,0,0.0867,0,0,0.0979,0,0,0,0,0.0112,0,0.2905,0.0337,0,3009,0.8375,0.0449,0.0376,0.0166,0.001,0,0.0186,0.0093,0.0346,0.0196,1,NULL,22444,NULL,NULL,NULL,NULL,NULL,14645,18560,21091,24060,27009,0.273,0.8811,NA,0,NA,0.6694,0.0276,27000,299.75535,0.895176252,0.7528,NULL,51000,0.771812081,1,0.175,0.5032146641663179,-0.503214664166317,-1.0064293283326349
203580,306600,3066,Lake Erie College,Painesville,OH,www.lec.edu,lec.studentaidcalculator.com/survey.aspx,0,3,PrivateNonProfit,21,0,0,0,0,0,0,0,0,0,NULL,430,520,440,540,405,515,475,490,460,19,23,19,23,18,24,NULL,NULL,21,21,21,NULL,983,983,0.0892,0,0,0,0.0188,0,0,0,0.0986,0,0,0,0,0.0188,0.0235,0,0,0.0845,0.0141,0,0.0094,0.0939,0,0,0.0188,0,0.0657,0.0423,0,0.0141,0,0,0,0,0.0188,0.0047,0.3756,0.0094,0,839,0.7831,0.1097,0.0179,0.0024,0.0024,0,0.0262,0.0441,0.0143,0.025,1,NULL,19596,NULL,NULL,NULL,NULL,NULL,15453,16323,19178,21549,24026,0.4096,0.7059,NA,NA,NA,0.7604,0.0694,27000,299.75535,0.810945274,0.45926087,NULL,33400,0.570815444,0,0.1221,-0.07390021941127413,0.07390021941127403,0.14780043882254817
204176,3071900,30719,Mount Carmel College of Nursing,Columbus,OH,www.mccn.edu,www.mccn.edu/tuition-and-financial-aid,0,3,PrivateNonProfit,11,0,0,0,0,0,0,0,0,0,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,24,20,24,18,25,NULL,NULL,22,22,22,NULL,1030,1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,947,0.8733,0.0612,0.0148,0.0127,0.0021,0,0.0222,0,0.0137,0.3083,1,NULL,22871,NULL,NULL,NULL,NULL,NULL,15835,20198,23843,24599,25060,0.2562,0.7683,NA,0.6667,NA,0.6704,0.378,19500,216.489975,0.92893401,0.634592308,NULL,57700,0.898785412,1,1,0.07653864743347773,-0.07653864743347771,-0.15307729486695543
204635,308900,3089,Ohio Northern University,Ada,OH,www.onu.edu/,onu.studentaidcalculator.com/survey.aspx,0,3,PrivateNonProfit,31,0,0,0,0,0,0,0,0,0,71,490,620,530,650,500,620,555,590,560,23,29,22,29,24,29,NULL,NULL,26,26,27,NULL,1153,1153,0,0.0069,0,0,0.0509,0,0.0093,0,0.0856,0.1597,0.0162,0.0162,0,0,0.0278,0,0,0.0532,0.0185,0,0.0023,0.0532,0.0093,0,0.0162,0,0.0417,0.0417,0,0.0231,0,0,0,0,0.0463,0.1134,0.1852,0.0231,0,2205,0.854,0.0372,0.0168,0.0122,0.0005,0.0009,0.0322,0.0449,0.0014,0.0259,1,NULL,23160,NULL,NULL,NULL,NULL,NULL,18075,18629,20535,24177,27528,0.24,0.8429,NA,NA,NA,0.7284,0.0444,27000,299.75535,0.940428912,0.709658879,NULL,54300,0.824753582,1,0.3865,-0.02375436880500146,0.0237543688050015,0.04750873761000296
205443,994200,9942,Shawnee State University,Portsmouth,OH,WWW.SHAWNEE.EDU,www.collegeportraits.org/OH/SSU/estimator/agree,0,3,Public,31,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,0,0,0,0,0,0,0,0,0.0956,0,0.0656,0.0014,0,0.01,0.0086,0.0456,0,0.0471,0.0143,0,0,0.0314,0.0014,0,0.0057,0,0.0485,0,0,0.0827,0,0,0,0,0.0514,0.3352,0.1355,0.02,0,4110,0.8611,0.0562,0.0061,0.0039,0.0071,0.0015,0.0139,0.0097,0.0406,0.1285,1,14850,NULL,13391,13964,16461,17676,17742,NULL,NULL,NULL,NULL,NULL,0.5567,0.5196,NA,0.4231,NA,0.7268,0.215,23666,262.7411153,0.608161648,0.281037412,NULL,32200,0.488872945,0,0.4679,-0.014027375323374966,0.014027375323374702,0.028054750646749668
206491,314100,3141,Wilberforce University,Wilberforce,OH,www.wilberforce.edu,www.wilberforce.edu/future_students/npcalc.htm,0,3,PrivateNonProfit,41,1,0,0,0,0,0,0,0,0,51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,0,0,0,0,0.1068,0,0.0583,0,0,0.0388,0,0,0,0,0,0,0,0.0485,0,0,0,0,0,0,0,0,0.0485,0.0291,0.0485,0.0194,0,0,0,0,0.0097,0.165,0.4272,0,0,463,0.0302,0.9158,0.0043,0,0.0065,0.0022,0,0.0086,0.0324,0.0259,1,NULL,16008,NULL,NULL,NULL,NULL,NULL,18711,14571,8874,13406,19025,0.8229,0.7414,NA,NA,NA,0.9486,0.1901,29750,330.2859875,0.609756098,0.39120709,NULL,32200,0.56764704,0,0.3106,0.22521097732700635,-0.23297687309690304,-0.4581878504239094
206622,314400,3144,Xavier University,Cincinnati,OH,www.xavier.edu,www.xavier.edu/undergraduate-admission/scholarships/fa-calculator/index.cfm,0,3,PrivateNonProfit,11,0,0,0,0,0,0,0,0,0,30,500,600,510,610,490,590,550,560,540,23,27,22,28,22,27,NULL,NULL,25,25,25,NULL,1132,1132,0,0.0057,0,0,0.0533,0,0.0019,0,0.0523,0,0,0.0076,0,0,0.0314,0.1446,0,0.0485,0.0095,0,0.0162,0.0238,0.0114,0,0.0228,0,0.0609,0.0276,0.0124,0.0599,0,0,0,0,0.0105,0.098,0.2731,0.0285,0,4452,0.7302,0.1,0.0449,0.0229,0.0027,0.0011,0.0252,0.0173,0.0557,0.0685,1,NULL,28007,NULL,NULL,NULL,NULL,NULL,23563,24952,27246,28924,29669,0.1827,0.8344,NA,0.2,NA,0.5802,0.0816,27000,299.75535,0.885196375,0.773060359,NULL,48800,0.791808903,1,0.1807,0.14683419915402646,-0.15189744740071706,-0.2987316465547435
206695,314500,3145,Youngstown State University,Youngstown,OH,www.ysu.edu,cfweb.cc.ysu.edu/finaid/estimator/est_estimator.cfm,0,3,Public,13,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,0,0.0052,0,0,0.0198,0,0.0367,0,0.1211,0.0477,0.0431,0.0052,0.0093,0,0.032,0.0658,0,0.039,0.0064,0,0.0017,0.0198,0.0093,0,0.0262,0,0.0297,0.0751,0.0413,0.0384,0,0,0,0,0.0355,0.1321,0.1484,0.0111,0,11613,0.7486,0.1365,0.0326,0.009,0.003,0.0006,0.0186,0.0096,0.0415,0.1939,1,12707,NULL,10641,11863,14836,16066,15723,NULL,NULL,NULL,NULL,NULL,0.512,0.6933,NA,0.3727,NA,0.6905,0.2492,28000,310.8574,0.536957488,0.32257308,NULL,34800,0.560369313,0,0.3312,0.06283144811966461,-0.06499804977896326,-0.12782949789862785
206817,314700,3147,Bacone College,Muskogee,OK,www.bacone.edu,www.bacone.edu/admissions/financial-aid/tuition-calculator/,0,3,PrivateNonProfit,32,0,0,0,0,0,0,0,0,0,52,350,485,385,510,NULL,NULL,418,448,NULL,15,19,13,18,15,18,NULL,NULL,17,16,17,NULL,836,836,0.0069,0.0069,0,0.0278,0.0069,0,0,0,0.1181,0,0,0,0.0417,0,0,0.0764,0,0,0,0,0,0.1319,0,0,0,0,0,0.1111,0,0,0,0,0,0,0.0069,0.3403,0.125,0,0,891,0.1908,0.2929,0.0786,0.0281,0.2604,0.0079,0.0325,0,0.1089,0.1145,1,NULL,14635,NULL,NULL,NULL,NULL,NULL,13997,13634,17141,17309,19257,0.9451,0.3313,NA,NA,NA,0.9001,0.1648,24398,270.8678159,0.444444444,0.080733333,NULL,30600,0.522448957,0,0.3403,-0.14195062363822172,0.1520899538980948,0.2940405775363165
206914,315000,3150,Cameron University,Lawton,OK,www.cameron.edu,www.cameron.edu/costcalculator,0,3,Public,13,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,0.0174,0,0,0,0.0268,0,0.0723,0,0.0897,0,0.0348,0.0067,0.004,0,0.0134,0.1821,0,0.0214,0.008,0,0.0214,0.0214,0,0,0.0214,0,0.0495,0.1232,0,0.0254,0,0,0,0,0.0308,0.0094,0.2102,0.0107,0,5043,0.4807,0.1658,0.1192,0.0174,0.0621,0.0059,0.0781,0.042,0.0288,0.2895,1,9100,NULL,7965,8552,10647,13027,14005,NULL,NULL,NULL,NULL,NULL,0.4859,0.604,NA,0.4,NA,0.4073,0.4138,18602.5,206.5258851,0.631846414,0.195405136,NULL,33900,0.533081293,0,0.1673,0.09232084963983755,-0.09232084963983721,-0.18464169927967478
207041,315400,3154,East Central University,Ada,OK,https://www.ecok.edu,www.ecok.edu/administration/student-development/financial-aid,0,3,Public,33,0,0,0,0,0,0,1,0,0,NULL,370,530,430,560,NULL,NULL,450,495,NULL,18,23,16,23,16,22,NULL,NULL,21,20,19,NULL,969,969,0,0,0,0.007,0.0139,0,0.0209,0,0.1226,0,0,0,0.0153,0.0125,0.0251,0.0195,0,0.0627,0.0195,0,0.007,0.0696,0,0,0.0167,0,0.0376,0.0279,0.1351,0.0432,0,0,0,0,0.0279,0.1588,0.1295,0.0279,0,3757,0.5882,0.0389,0.0482,0.0043,0.1584,0.0013,0.0854,0.0583,0.017,0.1853,1,7325,NULL,7329,6742,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4848,0.6252,NA,0.375,NA,0.4532,0.2643,19500,216.489975,0.664686469,0.33509224,NULL,34500,0.612585306,0,0.2786,-0.22851304023493707,0.228513040234937,0.45702608046987403
207157,1026600,10266,Hillsdale Free Will Baptist College,Moore,OK,www.hc.edu,lincdoc.hc.edu/lincdoc/?hillsdale.HillsdaleStudentCalc,0,3,PrivateNonProfit,21,0,0,0,0,0,0,0,0,0,41,340,510,350,475,335,425,425,413,380,18,20,16,21,16,23,NULL,NULL,19,19,20,NULL,899,899,0,0,0,0,0,0,0,0,0.2245,0,0,0,0,0,0.0204,0.4898,0,0,0,0,0,0.0204,0,0.0612,0,0,0,0,0,0,0,0,0,0,0,0,0.1837,0,0,195,0.6769,0.1231,0.0718,0.0051,0.1077,0,0,0,0.0154,0.1385,1,NULL,16711,NULL,NULL,NULL,NULL,NULL,13400,15048,18866,20472,21406,0.5373,0.4528,NA,1,NA,0.6169,0.1218,NA,PrivacySuppressed,0.646017699,0.461004255,NULL,33400,0.592592597,0,0,-0.008818464925505205,0.00881846492550486,0.017636929851010064
207209,315700,3157,Langston University,Langston,OK,www.lunet.edu,192.135.141.50/joomla/NetPriceCalculator/npcalc.htm,0,3,Public,42,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,0.0372,0,0,0,0.0236,0,0.0135,0,0.0473,0,0.0068,0,0.0439,0,0.0135,0.0743,0,0.0439,0.0034,0,0.0338,0,0,0,0.0034,0,0.098,0.0878,0,0.0338,0,0,0,0,0,0.2568,0.1791,0,0,2062,0.0757,0.8817,0.0131,0.0087,0.0126,0.001,0.0005,0.0068,0,0.1072,1,6406,NULL,6038,6696,7461,9461,3945,NULL,NULL,NULL,NULL,NULL,0.7167,0.7,NA,0.3333,NA,0.7808,0.2275,30201,335.2930121,0.372153546,0.184077381,NULL,28400,0.425887257,0,0.3278,0.20632844416230064,-0.20632844416230037,-0.412656888324601
207263,316100,3161,Northeastern State University,Tahlequah,OK,www.nsuok.edu,offices.nsuok.edu/financialaid/NetPriceCalc.aspx,0,3,Public,33,0,0,0,0,0,0,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,23,17,23,17,24,NULL,NULL,21,20,21,NULL,970,970,0,0.0027,0,0.0047,0.0233,0,0.016,0,0.1743,7e-4,0.0313,0.002,0.0426,0,0.0226,0.0552,0,0.0572,0.0093,0,0.0093,0.0326,0,0,0.0093,0,0.0872,0.1065,0.0333,0.0106,0,0,0,0,0.0233,0.0778,0.163,0.0053,0,7215,0.5185,0.0488,0.0371,0.0172,0.2266,0.0006,0.111,0.0147,0.0255,0.2678,1,6668,NULL,4811,6278,8931,10713,9723,NULL,NULL,NULL,NULL,NULL,0.4926,0.6807,NA,0.4595,NA,0.5201,0.3923,18471,205.0659656,0.654355794,0.300194036,NULL,35000,0.598232508,0,0.2016,-0.006418211062935817,0.006418211062935204,0.012836422125871022
207351,317400,3174,Oklahoma Panhandle State University,Goodwell,OK,www.opsu.edu,www.opsu.edu/Offices/Admissions/Cost/Estimation/?pageType=Net_Price,0,3,Public,42,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16,21,15,21,16,22,NULL,NULL,19,18,19,NULL,890,890,0.1736,0,0,0,0,0,0.045,0,0.0322,0,0.045,0,0,0,0.0032,0.1897,0,0.0675,0,0,0,0.0707,0,0,0.0193,0,0.0418,0.0225,0,0.0225,0,0,0,0,0.0257,0.135,0.0997,0.0064,0,1238,0.6365,0.1002,0.1575,0.0081,0.038,0,0.0202,0.0121,0.0275,0.1648,1,11034,NULL,9789,9760,12354,13901,13635,NULL,NULL,NULL,NULL,NULL,0.4554,0.6286,NA,1,NA,0.5161,0.2335,18154,201.5466157,0.663793103,0.215114729,NULL,34400,0.582781434,0,0.3118,-0.037798361511269515,0.03779836151126939,0.0755967230225389
207582,398500,3985,Oral Roberts University,Tulsa,OK,oru.edu,www.oru.edu/financial_assistance/,0,3,PrivateNonProfit,11,0,0,0,0,0,0,0,0,0,79,460,570,450,560,NULL,NULL,515,505,NULL,20,25,20,26,18,25,NULL,NULL,23,23,22,NULL,1037,1037,0,0,0,0,0.0968,0,0.0095,0,0.0759,0.0398,0,0.0057,0,0,0.0247,0.0038,0,0.0361,0.0019,0,0.0209,0.0323,0,0.1214,0.0019,0,0.0493,0,0.0266,0.0323,0,0,0,0,0.0816,0.0911,0.2353,0.0133,0,2884,0.5201,0.1488,0.0752,0.0229,0.0329,0,0.0395,0.0579,0.1026,0.1273,1,NULL,21258,NULL,NULL,NULL,NULL,NULL,19353,18756,21781,22312,24355,0.4396,0.8056,NA,0.25,NA,0.6733,0.1363,27000,299.75535,0.777429467,0.519828993,NULL,34900,0.570224702,0,0.18030000000000002,0.16297266482431236,-0.16297266482431225,-0.3259453296486246
207661,316800,3168,Rogers State University,Claremore,OK,www.rsu.edu,www.rsu.edu/financial-aid/npcalc.asp,0,3,Public,31,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,23,16,23,16,22,NULL,NULL,20,20,19,NULL,950,950,0,0,0,0,0.0186,0,0.0135,0,0.0524,0,0.0574,0,0,0,0,0.0642,0,0.0743,0,0,0.0473,0.0287,0,0,0.0051,0,0.0186,0.0355,0,0.0524,0,0,0,0,0.0304,0.2078,0.2703,0.0236,0,3957,0.5969,0.0316,0.0397,0.0182,0.1372,0.0013,0.1605,0.0094,0.0053,0.3445,1,12256,NULL,10885,11000,13962,16452,16806,NULL,NULL,NULL,NULL,NULL,0.4721,0.6044,NA,0.1765,NA,0.4682,0.3452,19000,210.93895,0.681517158,0.1901566,NULL,32600,0.535046756,0,0.35810000000000003,0.05594530954389589,-0.05594530954389551,-0.11189061908779141
207722,316700,3167,University of Science and Arts of Oklahoma,Chickasha,OK,www.usao.edu,usao.studentaidcalculator.com/survey.aspx,0,3,Public,32,0,0,0,0,0,0,0,0,0,NULL,475,545,430,530,NULL,NULL,510,480,NULL,18,24,19,25,17,23,NULL,NULL,21,22,20,NULL,990,990,0,0,0,0,0.0297,0,0.0149,0,0.1485,0,0,0,0,0,0.0693,0,0,0.0396,0.0198,0,0,0.0693,0,0,0.005,0,0.0941,0,0,0.0842,0,0,0,0,0.1436,0.0545,0.1683,0.0594,0,864,0.6852,0.037,0.0602,0.0058,0.1146,0,0.0313,0.0648,0.0012,0.0683,1,7956,NULL,5027,6791,7416,11549,14140,NULL,NULL,NULL,NULL,NULL,0.464,0.6909,NA,0.2143,NA,0.4761,0.2004,19591.5,217.5058126,0.743529412,0.394118227,NULL,30700,0.552083313,0,0.1338,-0.03819020816633174,0.03950711189620516,0.0776973200625369
207847,317900,3179,Southeastern Oklahoma State University,Durant,OK,www.se.edu,www.se.edu/future-students/expected-cost/calc/,0,3,Public,32,0,0,0,0,0,0,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,22,16,22,15,22,NULL,NULL,20,19,19,NULL,950,950,0,0.0091,0,0,0.0606,0,0.0288,0,0.1273,0,0.1409,0.0076,0,0,0.0136,0.1333,0,0.0424,0.0045,0,0,0.047,0,0,0.0167,0,0.0682,0.0576,0,0.0379,0,0.0333,0,0.003,0.0258,0,0.1333,0.0091,0,3363,0.5483,0.0562,0.0401,0.0062,0.1948,0.0015,0.1204,0.0324,0,0.2073,1,7848,NULL,6498,7301,9514,12289,12153,NULL,NULL,NULL,NULL,NULL,0.4777,0.5737,NA,0.4,NA,0.4546,0.3133,16443,182.5510082,0.686755431,0.303203533,NULL,34300,0.583083808,0,0.2333,0.2683061945380801,-0.2775581322807724,-0.5458643268188526
207856,318000,3180,Southwestern Christian University,Bethany,OK,www.swcu.edu,www.swcu.edu/price-calculator,0,3,PrivateNonProfit,21,0,0,0,0,0,0,0,0,0,47,420,575,440,605,410,570,498,523,490,17,23,16,20,17,25,NULL,NULL,20,18,21,NULL,963,963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0069,0.0621,0,0,0,0,0.1034,0.0897,0.0345,0.1862,0,0,0,0,0.2069,0,0,0,0,0,0,0,0.3103,0,0,801,0.397,0.2734,0.0699,0.0087,0.0337,0.0025,0.0375,0.0674,0.1099,0.2946,1,NULL,20151,NULL,NULL,NULL,NULL,NULL,19898,19394,20651,22197,21733,0.6522,0.5158,NA,0.4545,NA,0.7856,0.4913,23316,258.8553978,0.641025641,0.231720732,NULL,28200,0.495412856,0,0,0.0885193007273184,-0.09157169040757067,-0.18009099113488908
